75-3631,SoGrqK,ZgVlnw,1994-01-06,4.05
82-9193,SnSnDm,dJHBEz,1990-05-11,2.40
99-0602,scLmuy,JVydjD,1992-06-13,4.19
52-8200,WcQPSs,pXiNoO,1993-11-06,4.05
46-8847,NNspFh,HRbcDw,2000-04-30,1.54
50-2641,FpHiEs,vwWkmt,1995-03-06,3.87
44-2789,RohsEC,VneuJr,1990-10-24,1.48
91-4505,mPrcSP,KFjayg,1997-08-11,0.73
76-9245,lVFtRa,fgumlR,1997-10-29,2.09
83-2375,yBoVLl,DXyglj,2000-07-28,1.56
59-2981,qErFBy,wuXJWg,1998-05-14,4.89
90-9166,VQXSva,sNfREG,1994-09-09,2.64
98-6665,neqnkN,wAmRpr,1999-04-16,3.86
96-6077,NfcFkD,wrQeih,1990-12-04,4.27
45-3560,FrGgBq,kSdyuU,1990-06-21,1.29
71-7408,CooscR,iqYQtX,1992-01-06,0.85
77-0747,aNuRQW,ZHJVuG,1996-09-11,2.47
80-3107,KsEsie,VnVTxR,1990-03-01,1.77
73-7474,UQFwId,hzbGup,1994-04-06,0.94
82-9799,NxPXRr,zNbxdR,1999-12-30,2.13
54-1840,iuNmWx,LwIiNx,1993-09-14,1.50
69-4388,ldwMQM,fwjVvP,1999-02-13,1.06
78-5048,VXzDvf,OJMDzF,1994-09-27,1.68
47-6231,eCsHSu,EpRZhO,1994-09-12,4.84
59-1317,ABLQBd,PTMcBI,1993-07-27,2.08
49-8463,xAnoby,UcMxeQ,2000-12-23,3.90
82-4675,wFBxYO,BDbseG,1995-05-26,3.39
74-6822,xTBokg,MQPCpj,2000-06-17,0.96
93-5110,GMqLKT,TIAaQo,1996-05-17,2.11
56-4270,dJCDOz,ArtVPf,2000-03-28,3.66
71-9405,VuwCmR,earTjY,1995-02-24,2.41
58-4433,XSElBW,XwUGqK,1997-07-22,2.01
60-8536,fRPUPj,rTXbvn,1996-11-19,3.01
86-5146,JOOSZY,kXGPmx,1995-09-01,1.79
70-0864,MZVdlI,hqOJBv,1991-02-18,1.76
58-0950,rYivnQ,aQKlld,1995-11-09,2.10
66-1311,LJoOqX,UhQsGo,1991-11-10,4.29
62-2911,HGbRrD,nZkTZn,1996-09-09,0.75
65-5324,LBjEsi,SGdHfD,1994-12-17,1.65
51-4881,lgcIaO,CVzbRu,2000-08-13,1.52
63-6539,ZMhzTx,Qqqdiy,1996-03-29,4.02
62-3937,SRpauc,sBOqsP,1993-03-22,1.23
54-7538,wiCdGq,TSYfez,1994-05-20,2.62
46-2350,pziOtI,ChFCjn,1992-08-31,4.40
64-9069,XqEzKB,rpvnkU,1998-07-09,2.02
94-0848,qXknDe,ulwosS,1999-02-11,0.95
60-2848,FVHQqx,nQEXVR,1995-03-22,3.17
67-1950,OpKucZ,Phbbjm,1991-07-29,3.61
61-9384,bJWufT,TCPcJW,1995-01-08,3.99
45-7092,blSFaz,zEtzvD,1993-02-22,2.42
84-6678,MShUaz,XpfbSM,1996-06-19,3.01
48-7301,MPAUba,ltLUtl,1999-05-25,1.79
76-4312,xfgeFv,FSuATO,1997-01-20,2.18
83-1973,JsSfPb,oikOzV,1996-08-13,2.36
61-4804,FcjorW,nHXlHC,1992-09-02,3.21
92-0499,CkQhjY,gGEUhi,1990-11-30,4.61
66-7942,MZKjzB,nbriWw,1999-10-05,0.73
96-8385,iITZRY,eLnrtG,1999-01-27,3.52
78-6461,CAhItM,NNbbAf,1995-09-14,2.06
57-3152,qAWXoh,OETgsz,1992-08-06,2.48
87-5264,AYzWrx,hnDSOk,1991-02-01,2.02
66-3660,USYFow,TpxdkT,1996-12-06,1.11
78-1200,fhAGyQ,dWpAyp,1997-07-01,3.35
96-9799,hlWoaP,HamuQO,1997-11-07,2.78
49-0123,gJMgZH,sFtPXS,2000-06-11,1.15
76-0956,YDUJTD,OYOdkt,1990-10-09,4.39
70-4217,nNeXRO,doZfzx,1995-08-04,3.80
82-7238,pJPQQz,VOaQDa,1993-05-01,1.62
80-1383,Jzbbje,mForyM,1993-04-28,3.83
62-4182,AuSMSa,KVGNrR,1994-11-21,1.13
91-7784,NyEbLc,zuXyFs,1994-10-01,1.75
75-4766,zZCUjS,PHVoJE,1996-01-22,4.50
95-7594,eOtZut,fpqqwo,1996-06-28,2.25
80-1759,isCoyq,ljkTPB,1999-12-10,4.70
88-4804,aJDPkl,vKkDBh,1995-11-05,2.96
67-1429,bjeMPI,XJQabn,1996-04-25,4.65
69-9780,SKnPFg,ZMHouY,1997-10-08,1.20
43-5233,eRYmVF,QnlFvq,1991-07-01,3.00
58-4448,TFIjHm,vNqENo,2000-04-29,1.30
71-8957,ajDtZc,XiiQrG,1994-10-13,1.08
63-6738,fRTycU,OMxivd,1999-10-19,3.76
70-0565,ygAtoy,fYsmJT,1990-08-02,4.08
54-4971,QNcSNB,OTxkZT,1995-01-12,4.49
99-1155,TPeZmq,mocFBx,1992-10-04,2.65
63-5184,WZpYoF,PPunVo,1998-10-28,1.72
76-6640,VqTLNd,pRbqgO,1999-03-18,4.35
85-3232,fjjzXR,qQrdow,1998-01-02,3.02
65-3146,xFwRZs,tZtJND,1997-05-24,2.67
67-7038,eMRoLC,vaUtyF,1995-04-19,0.80
64-0709,QydewR,RBBDab,1993-06-23,4.01
95-4847,SjYOsx,pjmHXq,1993-07-28,2.23
44-8496,VpUfLJ,RfSbpi,2000-10-21,4.14
57-4735,RrUlZs,badEIE,1993-05-02,1.12
75-4638,oLOHSg,asorqQ,1990-08-02,4.27
84-0605,cTXiWH,EJymYW,1992-03-30,0.76
97-2812,IGQPfJ,TpEJXM,1995-07-07,2.83
59-9607,sTXFMq,jkuELS,1997-11-16,0.99
81-0183,UPOvYa,wvyzUa,1996-06-26,3.64
70-7875,TDRawY,garlTI,1991-09-13,4.16
75-7687,dnAVms,DNJOSO,1999-02-03,1.56
87-3815,Usuvjy,iXtqbu,1994-02-22,4.76
82-0742,asxkCt,LDQoQf,1994-09-19,4.78
82-1971,JsmqXj,swLPrz,1995-03-24,2.37
90-4295,YtdCTm,trNuND,1990-03-30,1.51
49-5877,AzKlcO,lkRzkv,1995-09-16,2.45
91-0491,bqBCKD,ckjKFo,1991-09-03,2.71
44-6965,dKMlae,NNpqdT,2000-04-07,4.05
61-7157,RYdhcv,iUiGbF,1996-08-08,3.51
50-1268,XOpafj,EfQeUu,1998-05-27,1.66
89-5977,HXOTXi,fHXKVJ,1990-03-22,3.44
44-0169,gkxLfW,XvWiYF,1996-01-17,3.20
97-7560,HCcZAB,ldunhY,1992-04-31,1.09
93-4218,lYXbeK,qNCdQt,1993-12-31,4.28
61-6386,bzlgxc,YncSff,1994-11-05,3.91
61-6252,hAlTrA,UczwoQ,1996-08-07,1.50
78-8739,ZegxSl,TmOPdE,1995-06-11,0.96
97-9672,BJRbgi,kLnHHg,1999-05-14,2.33
73-3546,eGyNCj,IsNfHf,1991-05-19,2.95
51-3549,wpicsg,APeGTm,1997-03-17,1.53
98-6487,hWiURA,OYBsTo,1995-05-30,4.05
56-7162,zqWTio,FbgOzK,2000-12-07,1.32
77-1967,tudpdU,wLeLsV,1997-11-27,2.61
78-8438,SGGVYP,WLqApx,1995-10-23,3.50
97-5503,Yugvyo,sOXFER,1991-06-16,1.31
56-8758,LeDrwv,ogiqPg,1991-11-06,3.95
80-4983,EAnjGj,hymUHR,1995-11-26,3.19
64-1063,ERJuFP,MdyghG,1999-05-02,4.14
62-0943,UERttn,gXFDwr,1993-09-27,4.53
95-2135,vyizID,rBAmhy,1997-11-31,1.01
59-0816,FOruzc,OZFhGq,1993-12-12,3.95
89-5181,STSpzY,VDOHvQ,1997-12-09,4.47
58-6440,Zqdvqu,KIueSE,1994-10-29,0.79
58-0030,mMPZbx,qEAvml,1991-04-20,4.96
98-2049,iNOsRE,AakZuR,1991-07-21,4.90
54-7884,NqOvYG,XYFLuk,1998-09-02,0.86
50-8601,xsgVbU,QEpRvq,1999-06-23,3.06
89-6079,PWSnJF,uIEefB,1992-02-05,3.60
90-2566,qOYvOA,ZXpCGM,1994-10-30,1.77
93-0947,MtktlS,bHcIyR,1993-03-26,4.79
94-4534,tXJXQd,MJKQxt,1990-09-29,2.14
62-4551,rMOhog,qDXvMK,1998-10-16,1.93
90-7288,idicZG,pDtIAK,1998-12-12,3.65
61-9595,FXjubl,tvzCsa,1991-03-27,2.54
94-3147,UtoCVI,SUyJZa,1995-05-18,4.97
88-0753,BwZFMn,vPXkaG,1993-02-20,4.95
50-7667,qElAPH,lslknb,1991-03-29,1.05
81-5477,YJMazK,DeLwaE,1999-02-26,1.53
85-8156,GkLjlc,nXOmSL,1992-03-15,1.06
69-4254,zjDCdN,FgqAXY,2000-05-28,1.87
44-4402,MNDQOK,ajHuYZ,1994-03-24,2.73
94-5515,VclDpF,DXFudF,1995-05-03,3.55
83-3740,eGhwsL,WTfGFu,1993-11-15,3.30
82-0549,gGLjzc,EJtXMn,1998-10-24,4.03
82-0979,TYOzii,zTlUai,2000-10-19,1.32
77-7300,MuZtTn,zRKGNe,1994-04-27,1.09
67-9580,vADxOz,bMYmbS,1992-04-18,3.06
44-5528,tyWdOR,SyKLQP,1990-11-04,1.02
70-9469,ZiVeWB,LbGnhz,1998-06-01,4.81
83-2524,PyqByN,bDYmdS,2000-09-16,3.24
97-5563,cnbSpE,BfuKmO,1990-06-22,0.76
96-1497,XrgUmS,imPeKo,1997-01-22,2.07
46-3766,OTphyT,fBvLAz,1990-11-12,3.80
43-5581,szgarS,uoNrrj,1991-12-28,3.21
97-5772,Ikhjiu,KxZaru,1997-10-09,4.98
90-9379,JzYmZR,YYrDSr,1996-02-08,4.75
77-9335,dXEzwS,ocRprU,1990-03-25,2.90
91-5697,LSUJHD,cXZnOB,1995-03-30,4.36
84-1583,seDfXF,euGDnH,1997-09-25,1.37
55-8443,kLzuvK,uHzYXa,1999-11-31,2.62
88-0630,MfRpVR,nxnJot,1997-03-02,3.97
48-1638,EXERrN,CsLpcI,1993-12-14,3.73
69-3311,eayJZY,OxesEr,1990-07-26,3.43
69-4751,VMFGQp,KxfzBe,1996-03-13,1.99
95-3591,MMkptA,mGGAWn,2000-02-17,4.67
83-5373,bMsRfA,nsnSKV,1999-03-24,1.71
60-7917,ZnwALe,fwzhbb,1997-04-11,2.66
55-4941,vmhOZC,kIuwnA,1993-09-18,1.23
87-5379,BwAyqq,taaLEA,1999-02-15,4.64
77-8014,IOKYyi,guUDie,1992-05-05,4.52
55-9587,oBQhya,lZdeKB,1994-12-25,3.09
97-1910,BXQTTr,luqIWP,1994-04-15,1.05
50-8929,DWTqdd,QaMFHY,1993-09-29,3.89
66-7625,jtdhaD,JSLFPV,1997-06-06,4.01
52-1092,Cptnyl,HelHXI,1991-02-13,2.26
70-2361,roZDKA,PzFxkm,1997-12-09,4.38
49-4812,yIjIPe,WZxJfH,1991-11-03,4.74
67-8265,lKSVfB,DOxzlW,1995-01-09,5.00
98-8749,scXFTN,GUpJEg,1993-02-22,4.56
98-5062,tdVdUD,OEwKTX,1992-09-11,1.90
63-0088,COimpx,uxIcII,1997-01-10,4.16
68-8645,EOxzWO,atUwXj,1996-10-09,2.56
50-1865,OStrLR,VoHGzM,1992-02-28,2.16
90-8488,CeITCE,dUCMKC,1993-04-26,0.81
79-4002,FnUBbY,tPQdMG,1998-09-29,0.72
79-2910,uvtCVy,SUcihI,1998-09-09,4.37
64-2032,LMhNXA,BDEQRc,1996-10-04,1.51
86-7786,MqdEqR,etogIx,1995-05-29,2.46
65-4365,LHGyxm,URthkz,1995-05-11,4.52
90-5327,QwsnhF,BQVLxJ,1995-11-20,2.49
49-4248,EHZGSf,zzeYdT,1995-09-20,4.92
65-0410,NazScG,OcvgEv,1996-11-25,1.93
99-3538,gNxhSD,mnYhMt,1993-09-12,2.82
95-6785,cVwaqI,RfKTTk,1998-07-12,0.94
71-0199,wXfcnA,VLZjea,1998-04-30,4.20
61-9827,uXXDFU,ykuKgD,1995-04-06,2.47
99-9291,smbjYW,gzTWfO,1995-04-25,1.51
73-7750,lmPkDR,xVNReV,1996-04-30,4.35
57-8437,XaWCDB,vOsAka,1999-05-09,4.87
52-8433,tEgRPO,SpUxDC,1993-02-02,2.66
70-9516,dsCahf,UjWner,2000-02-03,1.26
60-8245,IrjPPk,qOaGYp,1992-09-15,0.93
93-7539,ehUwCU,rzMRYj,1995-01-12,4.11
78-0772,dwOgnx,LhNTjD,1994-03-02,3.11
96-5224,VbTMTB,ViKaVu,2000-03-30,3.80
54-9489,qbdLpy,MipmZG,1995-02-07,4.19
45-8171,QuqERA,jMXXwT,1998-01-04,4.34
89-0846,NsDqQk,fIrLQD,2000-06-05,4.91
49-2126,VdCvfw,ydIpVE,1991-05-23,1.39
62-6633,zgKyKk,COlmeI,1994-10-17,2.60
59-4511,tYhthm,HJVMPu,1996-02-20,2.94
45-6882,HAYbSl,DjYNco,1996-06-25,1.36
55-4478,sofwCU,faRLfe,1990-01-30,3.62
50-5434,uXVUkO,FIXJxH,1998-03-08,1.05
53-5107,yLbRPm,dIJTBG,1997-07-07,2.14
59-7259,pUTBYp,KzMaqM,1995-01-09,3.04
49-5490,nGXDZb,LqVYEL,1995-08-07,3.42
54-5017,wlQSgY,EesxTE,1997-04-30,3.13
63-9917,DZhwbZ,vsmsRk,1995-07-17,2.23
56-9765,jFTOIg,JNmpcu,1999-09-20,3.02
50-5026,uNFWRC,kdzfdC,1999-03-26,0.73
95-6431,zxqLPe,BrFaTI,1997-04-27,1.50
43-2216,WeZFJr,vdZGxZ,1990-09-31,3.35
60-5549,uTRodr,sjNbnb,1994-06-08,2.28
96-7368,MDnTGf,wzCiTf,1997-03-15,1.29
82-8038,vKbOhO,Ehrgsu,1993-12-25,3.01
61-8408,QBPwzS,hgCREg,1991-02-04,4.16
55-5800,vEbSzI,YvRuLI,1998-10-06,3.02
90-2527,xSwCZA,PzXwhx,1996-03-23,2.04
69-4540,jIyVna,RUrrFW,1991-03-26,4.24
87-5760,IAOApt,xfAxSn,1995-04-28,4.20
64-4529,mgfmGF,XWONAI,1993-03-17,0.71
94-4618,ojvgjd,EZNwlS,1998-04-06,3.42
98-7330,XdAeUA,gDsClo,1990-07-12,4.20
47-1699,bclKSZ,thueWy,1996-10-20,4.84
61-8875,ZXVOeX,AtfCmJ,1991-02-22,4.33
59-2298,iqdEUm,bpnKaJ,1993-05-08,4.87
93-2471,OhBAGx,fUlpeN,1992-07-19,1.53
46-9705,bpUpGB,dSoSMV,1991-04-30,4.77
88-4720,AJlPwD,UvngiB,1992-08-25,3.19
47-0549,rbnqXZ,ztZROW,1990-10-06,4.31
58-5146,pbiVXf,rVFUxW,1998-11-30,2.43
44-6272,NNMvwG,ITZmKr,2000-04-19,0.74
92-9298,iesbsx,qKPhzT,1991-04-11,4.23
94-3483,GbABkM,kNfOQZ,2000-06-07,4.32
82-9326,VEgxmx,odkSCD,1998-08-06,1.24
89-6981,YbowMj,PomMkM,1999-02-19,2.57
59-1410,ODZfMC,hWIghE,1996-07-14,4.42
52-8339,ZlEagR,dctPPB,1992-11-12,2.95
52-6192,LMyAxR,kUKGwB,1998-08-05,2.66
88-3600,stsWxW,OvhIOk,1990-01-15,4.05
49-8114,EPoiml,WJmcSP,1996-08-03,2.29
71-8797,FXXMoc,DdkEpU,1992-11-09,2.00
94-0135,LkuESS,StcvRA,1993-06-22,3.39
81-0629,WjbIUn,dhGOVU,1990-09-23,4.23
84-3016,ajbaCR,JhEARA,1998-04-09,1.08
59-9701,ctxZSg,DmvnEQ,1995-05-14,2.71
87-3077,HEDrFy,epVvMq,1992-03-07,1.40
55-9496,TFgbnM,qJUTEB,1996-03-07,4.12
54-6372,tGULAH,FLYISc,1995-12-04,2.81
72-2473,pLqfNo,uRyrsK,1998-07-05,4.27
66-1044,biuWbe,DbmPMs,1999-10-08,2.72
73-3128,wwCtOm,pcMSWV,1991-11-09,3.46
57-9331,OSOsbZ,dZXpVC,2000-03-03,1.68
75-0842,BRpMpi,MAYBCE,1994-07-15,1.55
66-0099,Fyzgga,MesPxr,1999-02-24,3.29
74-1354,kLMaYf,JbHNcG,1996-09-08,2.74
48-8972,NaniIp,Izqmsq,1996-06-16,1.17
78-7591,vgtWzQ,oqmIxi,1990-06-29,1.67
87-6072,beVTJo,iARCvQ,1996-01-15,4.51
90-9904,CfaMxp,udxuhV,1992-04-07,2.33
44-0277,eUTrMs,bhGQwc,1994-10-26,2.70
88-9408,jbwPpp,LmCfSB,1996-06-11,2.60
66-7018,qHpnxW,zEzNLT,1999-09-07,2.75
80-2237,gIVlWm,juqzmm,1998-01-29,1.46
57-4114,OznpgU,VHixwm,1996-08-11,0.88
78-6867,ZgOIBs,PPrLXj,1994-12-08,3.35
57-7096,HboSev,JynuME,1991-06-11,1.85
66-0691,iHJYoM,ikVoaR,1993-09-23,4.42
58-6578,PCXkSO,btpWqU,1998-08-28,2.56
59-9818,cAWLnt,dROYVL,1994-03-05,1.05
88-6106,FrUNoS,nfDHlE,1998-06-28,3.51
63-1390,YpaXtS,psitnF,1996-08-27,0.75
67-0444,DvXvvq,dgThXO,1996-01-25,4.44
79-6815,xEeWQb,cWbujN,1994-11-31,4.31
56-2070,TgSOwc,FAlklV,1997-09-09,2.44
83-0224,lPEzrM,kPANgj,1991-10-27,4.32
66-4807,sGVEyv,MdegHp,1997-12-23,2.83
48-2463,ASNdxO,xqTrgg,1994-10-09,1.64
95-4957,GJPnxV,DxbhyM,1990-05-16,0.75
57-7571,wLTmTp,UOuYhm,1995-12-15,2.73
82-7838,EuImTu,dFFlDj,1990-02-19,2.81
85-7727,RhZlwl,aTTpdR,1998-09-15,0.70
88-2658,yZsoQX,wtGAjb,1992-12-04,2.17
88-3878,WWnsgZ,CORyfZ,1998-07-09,4.71
52-4562,aufzrN,HBsKJf,1993-12-12,4.24
51-4530,Zyjznr,NvLaEG,2000-04-18,4.52
44-8574,ERkMkB,WySpAk,1996-01-29,3.88
58-7219,pgbWHO,zpgIfu,1990-07-16,1.53
72-7305,fnxNBA,COFXVE,1998-07-05,2.72
64-6607,eGmlmZ,lCvjTD,1995-02-20,3.79
81-1190,trcdkz,QmVFxt,1999-03-09,2.68
62-5200,BQboQD,wOfsme,1991-01-28,3.22
46-1880,rekJtr,CXJazt,2000-10-19,4.81
82-4857,pPbiys,QcWYKx,1996-06-28,1.98
49-4671,vtNHFF,EaqKmv,2000-12-28,0.96
94-2308,hJqSHn,FZxMHn,1992-10-21,2.54
52-5604,nnLRnR,WQfrMe,1999-09-31,2.98
45-8621,GaAwaG,FuLNgw,1990-06-11,2.10
91-0677,mDBqfZ,zvHglX,1997-01-10,3.09
55-0535,pIAOpp,vSMITw,1998-01-07,2.81
86-6630,aiwzlq,MnDflz,1991-01-13,3.39
77-4871,sCPAqO,dalDhz,1998-06-22,3.95
47-7552,NmaSbQ,YtZDwc,1998-05-31,4.52
63-0535,GRpFgy,lMQJxC,1999-06-27,2.55
85-4116,oGuAHX,mamBbA,1996-05-22,2.82
89-1033,vVKhLi,IBNKmx,1991-10-21,4.57
46-8848,ZSbpfa,iAPruH,1993-01-02,1.70
89-8733,nNNVFe,LGwKna,1994-11-12,4.04
79-4522,nCIbYg,SNvKPY,1996-04-05,4.37
75-5093,OCbCpp,HbFEkh,1997-02-11,1.79
69-7966,DgZdAk,mfvRrJ,1999-09-12,1.48
63-0342,pnjJHS,UUxMvb,1998-03-04,2.04
91-8040,QywuDx,YIvVrW,1999-03-29,4.43
52-3065,ixwkut,FcZFfe,1994-03-10,2.36
79-7903,gHYypm,dWqrUY,1996-11-11,1.62
44-8531,KTaGnG,lSaKZt,1990-09-23,2.26
50-4027,YeAEBH,VcSGfj,1996-01-24,1.94
51-0785,qqdWRi,HsEWhA,1993-01-27,3.78
56-9204,VqByCZ,SnKGOG,1993-03-27,3.54
48-4948,MnaOYo,JGlAKg,1994-09-19,1.78
71-1018,pkWaxP,IEupNs,1997-06-30,0.74
52-6141,pcrGQe,dfDwmc,1999-11-02,4.17
52-3726,yCdtXM,Wvhesv,1996-11-10,3.15
55-5227,wcyjNy,xbTxDW,1995-05-09,4.13
67-2313,jAHcDP,PxynuP,1994-12-13,4.00
52-3692,ftIHuI,HSoCvd,1998-08-17,1.27
75-5095,eanRmV,ZOhUgO,1998-03-09,3.41
78-3075,QUaiut,Kugxam,1994-02-12,3.26
98-1956,JxGHRf,pprlud,1994-09-03,0.78
85-0377,eGliIl,VQlchj,1997-10-09,4.33
46-5116,hbApSI,jjBsbS,1991-03-20,2.47
60-4061,oilmpm,fRNBBs,1995-08-25,4.59
43-3284,QNJqbk,qQBIJd,2000-04-31,3.93
93-0742,nbvBiF,qSGgIP,2000-02-20,2.28
95-6848,Uvvnrn,NLPHUT,1994-07-22,3.98
99-5267,ZyqKSD,dPAtPw,2000-12-06,3.86
45-2481,zgNaMA,UoEkcH,1999-12-24,3.99
94-0314,YMiWEc,EsTxuJ,1992-08-12,3.50
97-6470,TZVbYN,mnRlyG,1999-07-29,3.10
58-8053,xlNKuT,ySOQwH,1995-03-21,4.97
53-8826,NMdUHS,rJzYhH,1997-12-31,3.50
52-3511,vFxCFK,IZklKa,2000-02-27,1.13
94-4502,hxcwLR,qzGTYd,2000-04-13,4.21
91-6456,DdhIJm,ZBCDIH,1994-09-31,3.86
84-5125,KgfPvS,LOHrGl,1992-10-27,0.70
86-6687,PlCtlj,EgGWDZ,1999-06-11,2.20
77-5959,bCDphV,AXoiVD,1990-11-26,4.93
90-2592,PMPDHa,vNWuRy,1991-03-03,2.90
85-5456,nWqkju,AyivII,1994-04-14,3.89
74-8401,iUVevd,jVULcT,1995-05-25,1.50
50-9469,MZQeMK,RNNAna,1998-06-17,3.85
59-9409,XYYrNb,PhKkbl,1998-07-18,1.00
46-7543,rbphKQ,UYnUla,1996-11-05,4.40
84-3669,VstrYK,BFzMqN,1998-03-21,3.27
95-9455,xmMrGE,gcdQeQ,1995-09-04,4.14
52-0573,WClbeP,gGlbMX,1996-08-12,4.91
55-9557,xzBWCT,UIkwkb,1990-11-03,4.52
57-7840,YldAXQ,lJeUiL,2000-02-08,4.23
64-2672,dzbnvm,QOCikZ,1990-09-13,4.72
72-8495,DwACcf,dbIBrm,1993-07-05,1.15
73-4049,YywEiL,MfTswo,1999-12-05,2.08
76-6887,kbpifh,Wbolii,2000-10-08,0.72
57-7849,bVoUKq,LooDjO,1997-09-22,3.55
53-7130,LpytSx,HRuSMM,1994-03-21,3.54
67-8504,PNDgPO,feOjEo,1996-02-05,3.25
51-8721,bnwSeE,WcAkOF,1991-09-08,4.63
67-2109,qvLBzi,PEBxVX,2000-02-18,0.95
81-5018,RsMCwl,pJluUZ,2000-05-01,0.78
70-7908,pxNKne,HYZcac,1997-05-07,4.17
86-9575,MaaFoa,YlDOHp,1991-11-15,1.71
76-8322,owqkXx,lqSmuZ,1995-06-09,4.38
54-2987,EleYIX,kSTtjr,1994-03-17,2.66
61-9394,TJWHoB,wzTXnj,1997-05-22,1.35
83-2225,PboHij,OREdxo,1992-02-05,4.75
78-4795,uxJmgp,KbbyNn,1994-07-30,2.19
70-5072,lGpeip,ZefNcZ,1992-03-12,2.21
87-6975,zEQRTd,iQMEnv,1990-10-03,2.47
78-2258,WzXnWq,JhjwNI,1999-08-13,1.37
56-0506,bYnePF,FpWPcR,2000-07-22,3.77
49-3194,hGVhor,GRHPBF,1994-09-05,2.32
50-4413,NZfaDu,vPMQWf,1997-10-10,1.45
88-3265,AINlwn,JCFyBw,1994-05-07,1.86
99-9251,malKax,hXUgkI,1994-04-01,3.00
78-1096,pDWCyI,uEDDJa,1999-09-06,1.79
88-4331,NDVwTc,qYlyMb,1992-09-05,3.01
90-4722,yREWAc,athOVk,2000-05-01,4.87
61-4417,OGJxgZ,FXKMWZ,1993-01-14,3.13
76-9669,BozWIG,nAoZVw,1999-06-21,3.28
88-6820,ulwbPz,EWmWyD,1993-07-12,4.76
81-4939,SeUaQx,sfnAHC,1996-01-16,4.72
49-4255,iSPVXG,wnzLlm,1990-11-02,1.54
61-1471,iqArUV,MWlaRM,1992-04-22,1.53
60-4427,vTJOgt,JXShob,1995-09-25,3.41
73-7878,HADUPy,PoBnEP,1997-10-08,2.16
67-2574,ZhWMqh,WCUTeb,1998-05-19,2.15
50-6116,ZMioaR,MoggBG,1998-06-15,3.31
78-3839,thRRYx,gGTLhI,1996-01-20,4.95
62-7924,lrOHvA,pgnKUg,1992-06-08,1.96
78-9195,amjRhK,pMKnLV,1998-02-06,2.58
43-7118,LblOGu,dKEHpy,1990-04-12,4.88
85-9499,ENwHWb,YeJWUv,1991-09-19,4.84
93-5028,TJtcIB,oQrYPK,1994-03-29,0.88
74-6485,LaFVJH,CVfoAY,1992-08-17,4.26
79-3335,RUXiDB,PbLCtv,1992-05-15,4.38
63-9013,vqoWSA,NNqlqq,1996-07-18,4.13
78-8458,paqewm,HTfYBA,1993-05-13,4.90
90-4884,pamJVF,WMVlgK,1995-03-31,0.85
68-6369,AGkKlR,kwSjnR,1993-05-10,1.67
48-3959,vGjDwU,qJxpfQ,1990-07-25,2.88
63-4023,NcaVKC,QeLVbM,1996-06-04,1.12
84-3571,tvJRWP,PWCpxL,2000-09-18,2.39
87-6300,YPHqrL,LzzPDY,1997-08-16,3.88
50-6957,wIdYeU,yqdIii,1997-06-04,3.32
99-1391,tKcwZE,YiUqbe,1991-03-04,2.04
95-5028,nfQcxZ,PwpQlL,1997-01-24,4.40
69-8037,oWzkaV,mxzGCC,1990-03-21,1.95
82-2584,kUPYyw,Iwyara,1992-02-08,1.57
65-8147,zrQnht,chiqiL,1995-03-20,2.67
94-7948,stDfMJ,fVfRWR,1998-03-20,1.22
71-2094,iaNHGC,PUwRjV,1999-10-11,3.02
84-0191,vMcrsX,HzHLlv,1991-03-16,4.76
75-0367,hAhpSJ,kyVtpH,1990-09-21,4.63
78-1947,nHaEeI,liGYLk,1992-09-02,3.09
76-6752,OHTufa,mxXgAk,1997-12-19,2.26
70-3944,eKAcYQ,ydAtlu,1991-06-12,3.15
52-1154,gQDgmf,wuXqlK,1993-09-16,3.26
56-5998,tNGMVg,mwkyFh,1996-02-16,4.96
48-4972,lbpeZt,Xsypgu,1997-11-16,2.96
62-2616,zIaXVq,dzvJbN,2000-09-01,3.99
59-7152,iDqKmx,eEuNUS,1995-03-25,1.46
57-8667,QbpzfF,TwAduf,2000-06-19,1.06
60-6879,kugjeh,rAeGHe,1999-03-08,0.98
43-4390,CftyQH,YXVeqc,1998-04-28,0.83
77-2439,dLzjld,OnoCYu,1997-11-16,2.39
86-9654,XNEXHR,INBfcV,1994-08-01,3.35
43-3236,PAdyeB,WQVFZW,1998-01-27,3.40
99-1687,USoGNY,iCIMIp,1991-09-23,3.61
96-5488,GHLRJn,RowuBQ,1998-03-21,2.33
52-9842,pBNghq,iMpBwl,1990-09-20,4.47
83-2814,fUSloA,apIvgV,1992-10-09,2.54
99-4609,HOdMFg,fbobVD,1993-07-05,4.98
82-6952,BozTzP,XIvqlx,1990-06-21,1.09
66-4081,wEUlmX,OeUnri,1996-01-17,3.03
81-6825,cKPBiR,KmrNsd,1999-11-17,4.11
46-3597,KvjkKq,JMAWrR,2000-06-11,4.69
71-1577,lnflpJ,cZzwgb,1991-09-24,2.82
70-2882,ifZuOK,YbWOBV,1996-02-18,1.05
78-1438,FrUkxG,FbcUWS,1993-10-05,2.71
98-5209,yNsuFf,XEHueQ,1999-08-02,2.46
97-2361,dltdCQ,rvPEJt,1991-03-05,1.50
48-7358,KAtSJO,MqIvgj,1991-02-14,3.00
96-0064,izkxZK,nVMkYf,2000-03-30,3.87
91-7438,wHhUkc,fdvKBe,1993-09-27,4.60
77-8282,RXSTtm,WqPSbe,1996-09-11,2.21
43-2268,DBLtqJ,hxDmRl,1997-02-24,4.30
